Python开发工程师（产品研发）,北京东方金信科技有限公司,北京-东城区,0.8-1.5万/月,【岗位职责】1、深入分布式平台架构，发现并解决系统的重大故障及性能瓶颈，打造一流的产品平台；2、熟悉numpy等科学计算库，熟悉基本的图像处理（如：PIL库）3、熟悉（机器）深度学习的基本原理4、有TensorFlow框架使用经验者优先5、完成数据统计与分析的工作。职位要求：1、熟悉Python语言及基于Python的Web服务器端开发技术；2、了解Django等至少一种主流PythonWeb服务器端系统框架；3、理解Linuxshell常用设计模式，具有服务器端系统开发调试和性能调优经验；4、熟悉HTTP、Ajax等相关网络协议和主流前后端通信规范；5、熟悉XML、JSON、SOAP协议；6、对Nginx、Apache、Tomcat、MySQL等有一定的使用及维护经验；7、强烈的责任心，良好的沟通表达能力和团队合作职能类别：软件工程师高级软件工程师微信分享
招聘Python数据分析工程师一名,北京立方天地科技发展有限责任公司,北京-海淀区,1-1.5万/月,岗位职责：        1、技术人员职位，在上级的领导和监督下定期完成量化的工作要求；        2、能独立处理和解决所负责的任务；        3、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；        4、进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；        5、进行编制项目文档和质量记录的工作；        6、维护软件使之保持可用性和稳定性。 任职资格 ：        1、计算机相关专业背景，本科以上学历，具有较强的编程实现能力；        2、熟悉Python，熟悉Mysql或任意数据库，了解Redis；        3、有使用Python进行数据处理、统计分析，熟练使用numpy、pandas、scipy等数据处理包者优先，会使用机器学习者（sklearn，keras等）加分；        4、有一定的概率统计、数学建模、时序分析等数学基础者优先；        5、做事严谨踏实，责任心强，条理清楚，善于学习总结，有良好的团队合作精神和沟通协调能力。职能类别：软件工程师高级软件工程师关键字：软件Python工程师数据处理统计分析数学建模Mysql微信分享
中级研发工程师（Python）,上海司羽通信设备有限公司,北京-石景山区,1-1.5万/月,1.参与能力平台项目的详细设计工作，充分理解的项目需求和概要设计，辅助高级研发工程师完成系统的详细设计；2.负责编码实现，在评审后的详细设计说明书的基础上，进行系统的编码实现；3.对自己负责的开发工作，提供逻辑清晰的开发说明文档；4.负责版本测试及修改工作；5.负责上线后，运营、运维工作所需的技术支持；6.完成上级交办的其他工作。职责描述:1.4年以上开发经验，基本功扎实，精通Python；2.4年以上Linux经验，熟练使用常见命令与Shell脚本编程；3.熟悉主流开源框架，对Flask、Gevent、tornado等有深入了解；4.熟悉至少一种关系型数据库和至少一种非关系型数据库；5.熟悉Redis、memcached、RabbitMQ、RocketMQ等中间件产品；6.熟悉HTTP协议与RESTful架构风格，熟悉微服务架构；7.熟练使用Git，熟悉Pull Request工作流；8.对Docker有一定了解，能够独立编写Dockerfile、docker-compose配置文件；9.善于沟通，积极主动，有团队合作意识，有较强的分析问题、解决问题的能力；10.具有强烈的责任感，对产出负责。职能类别：软件工程师微信分享
Python Web开发,北京中美加国际咨询有限公司,北京-东城区,200元/天,1.参与留学申请服务系统的新功能研发、测试和维护2.持续优化系统使用体验，修复bug职位要求：-会python编程，熟悉python语言的基本语法-有较强的学习能力&&分析解决问题的能力-了解Django框架-了解web前端知识，HTML，CSS和JavaScript，能够使用Bootstrap等前端UI框架加分项：-有过web前端/后端/全栈开发经验或相关项目-良好的代码风格-了解mysql数据库及sql语法-了解git基本操作职能类别：Web前端开发网站维护工程师关键字：python编程CSSJavaScriptWeb开发微信分享
算法工程师（Java/Scala/Python/R方向）,北京中能博泰科技有限公司,北京-海淀区,1.5-3万/月,【岗位职责】利用算法和模型对于能源电力、石油石化、先进智造等行业的设备系统可靠性、寿命与风险管理，经营管理领域如成本动态分析、库存与供应链优化等的核心算法模型进行研究开发，与经验丰富的算法科学家一起工作，跟踪前沿的算法研究，并攻克相关难题。【任职资格】1.研究生及以上学历，数学、统计学、运筹学、系统工程、控制理论与自动化、计算机等相关专业；2.2年左右机器学习、大数据挖掘、运筹优化等相关领域经验；3.要求算法与数学建模思维良好，善于将业务问题抽象为模型算法问题；4.熟悉SPSS、SAS或者Matlab者优先。5、有使用Scala/Python/R在Spark上做数据分析经验者优先。职能类别：算法工程师微信分享
python开发工程师,杭州迪普科技股份有限公司,北京-海淀区,10-20万/年,岗位职责：1、参与公司云平台产品（基于OpenStack）的系统研发；2、根据开发计划，负责公司基于OpenStack的IaaS/PaaS/SaaS云平台功能模块的详细设计、开发和单元测试工作；3、解决部署实施过程遇到的技术问题。任职资格：1、熟悉Python，有1年以上系统开发和设计经验；2、熟悉Django开发框架3、熟悉Linux系统，熟悉网络原理；4、熟悉OpenStack，CloudStack等云计算开源项目，有云计算的项目开发及运维经验者优先；以上要求至少满足两种5、本科及以上学历，计算机、通信、电子或相关专业；6、英语四级以上。职能类别：高级软件工程师软件工程师关键字：pythondjangoopenstack微信分享
Python开发工程师,北京斯普信信息技术有限公司,北京,1-1.5万/月,1、完成网络拓扑架构研发2、完成页面布局、浏览器适配、分辨率适配等功能3、完成相应模块的前端及后端功能研发4、配合完成测试以及bug修复任职资格：1、熟悉HTML5、CSS、JS、AJAX、JSON、Web、bootstrap等框架开发；2、熟悉拓扑功能实现，有过拓扑展示开发经验；3、熟悉不同浏览器之间的差异，熟练调试代码；4、有较强的前端布局设计、规划能力，能准确把握网站的整体风格和色彩的设计；5、熟悉python等开发语言，熟悉运维业务运作流程优先考虑；6、了解常用数据库系统，例如Oracle，MySQL等，熟悉常用的SQL语句。7、具备好的团队能力和良好的沟通能力，良好的理解力和学习能力； 职能类别：高级软件工程师关键字：Python开发微信分享
高级数据开发工程师Java/Python,同方股份有限公司,北京-海淀区,1.8-2.2万/月,"岗位职责：1、负责数据层需求分析。2、负责数据层设计，编写相关需求分析、概要设计、详细设计文档。3、负责数据层程序开发环境搭建和代码编写。4、负责装备、设备全生命周期业务建模与分析。任职资格：1.全国统招全日制高校计算机软件及相关专业本科学历及以上。3年以上信息技术产品开发经验，2年以上大数据平台和相关产品设计、研发经验； 2.两年以上MySql数据库系统管理经验，精通数据库构架设计和性能调优； 3.熟练掌握Java语言，精通MySql、MongoDB的查询、管理、维护、优化；4.熟悉Linux系统环境，了解Linux群集技术,以及离线计算或者实时计算的原理和相关技术； 5.掌握R、Python或者Matlab，有行业应用背景； 6.有Hadoop、hive、Hbase、redis、kafka、jstorm等分布式相关开发经验； 7.熟悉对结构化数据、非结构化数据、流数据的采集、存储和整合的技术实现方法；8.精通postgrsql，日常的管理和维护、以及postgrsql集群的架设；9.具备很好的沟通能力和团队精神，具有高度的责任心和主动性，能承受较大的工作压力；10.有大项目数据库和高并发量下数据库管理维护经验。职能类别：软件工程师其他微信分享"
Python开发工程师,天池创新（北京）软件技术有限公司,北京-海淀区,1.5-2万/月,岗位职责：（此岗位会进行背调，请保证简历的真实性）1、海量数据的处理与分析；2、开发自动化工具；3、开发API接口共外部调用（高并发）4、持续优化项目、性能调优等5、参与项目的技术评审、代码评审等6、参与项目需求分析、业务逻辑流程设计，技术文档编写任职要求：1、熟练使用python语言2、熟练运用linux的基础命令3、认真负责、勇于承担、自我学习能力强、善于沟通、有责任心、有良好的团队协作能力职能类别：软件工程师算法工程师微信分享
软件测试工程师（python）,南通东华软件有限公司,北京-西城区,1-1.5万/月,1、根据产品需求、场景业务用例和原型设计测试用例；2、对产品问题提出缺陷及建议，并对缺陷进行跟踪；3、与团队配合，完成产品自动化测试过程；4、根据集成接口文档，使用集成测试工具或框架进行集成接口测试。任职要求：1、熟悉软件测试基本流程，能够独立进行系统测试用例的编写；2、做事细心，责任心强；3、具备基金证券行业从业经验者优先；4、python2年以上使用经验；5、至少具备以下其中一种经验或技能：a.基金行业TA系统、估值系统、交易系统（如O32）测试经验者优先；b.3年以上B/S架构接口测试工作经验，了解2-3种接口测试工具及配合使用；c.3年以上B/S架构自动化测试经验。职能类别：软件测试关键字：python自动化B/S微信分享
Python开发工程师 RR,同方鼎欣科技股份有限公司,北京-海淀区,1.5-2万/月,"外派到：中国电信工作地点：海淀区杏石口路99号西山赢府e座技术要求：1.熟悉Python，4年以上经验，对其中的运行机制，基础对象有一定的了解2.熟练掌握Django框架，了解Tornado，Flask等Web框架3.熟悉Linux基本原理及基础应用，熟悉多线程，多进程,协程4.熟悉TCP/IP协议，对网络基础传输协议如HTTP、TCP、UDP有一定的了解，特别是HTTP协议5.熟悉mysql、redis、mongodb中的至少一种数据库应用6.熟悉基本的数据结构及算法7.了解CDN8.熟悉docker者优先9.有大型平台项目开发经验者优先10.有视频类、云相关项目经验优先职能类别：互联网软件开发工程师软件工程师关键字：DjangoCDN微信分享"
python后端开发工程师,北京科讯华通科技发展有限公司,北京,0.8-1.5万/月,1. 实现产品系统的后端服务，并和前端工程师紧密配合，确保系统按时上线并且功能完备；2. 参与产品需求分析和产品设计，在初期就围绕业务目标，发挥自己的创造力和生产力；3. 结合产品不断思考后端服务如何优化，让架构在思考和实践中不断进化。任职要求：1、计算机相关专业， 3年以上运维开发工作经验；2、精通Python，熟悉shell语言3、熟悉Linux/Unix开发环境4、熟悉Django框架，Javascrip、CSS、Html等前端技术5、熟悉HTTP协议及基于HTTP协议的API开发6、熟悉ORACLE、MySQL、MongoDB、Redis等主流数据库系统(*)7、代码风格清晰整洁，可复用，注释详细8、良好的沟通能力和团队合作精神职能类别：软件工程师关键字：软件工程师python后端开发微信分享
Python高级开发工程师,北京文泽智远信息技术有限公司,北京-海淀区,1.5-2万/月,1、使用Python，参与气象领域大数据处理系统的开发；2、辅助进行系统的需求分析和系统设计；任职要求：1、大气科学、计算机、数学或相关专业本科或以上学历；2、2年以上Python实际项目经验，熟悉Numpy、Scipy等数值处理库；3、有 Djando 框架开发经验；4、熟悉H5开发，熟悉jQuery、Bootstrap框架，有相应的项目开发经验；5、做事细心，踏实，勤奋，喜欢软件编程行业；6、能熟练阅读中英文技术文档。职能类别：高级软件工程师微信分享
Java/Python软件工程师.,南京拾柴信息科技有限公司,北京,0.8-2万/月,工作职责：1、负责大数据类产品的系统设计和开发；2、负责数据后台服务的设计、开发、优化、测试等研发工作；3、和伙伴们一起研究技术；4、支撑前端开发，支撑数据工程师开发。职位要求：0、扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；1、具有高度的责任心，坚定的执行力，较强的沟通力，善于团队协作，主动思考，自我驱动力强；2、熟悉Java或Python开发；3、熟悉MySQL，Redis等常用数据库，具有数据库开发和设计能力；4、有Hadoop/Spark开发经验优先；5、有全栈开发经验优先；6、有数据挖掘、机器学习开发经验优先。职能类别：软件工程师高级软件工程师关键字：JavaPython大数据微信分享
Python,北京红果科技有限公司,北京-朝阳区,2-2.5万/月,"1.熟悉python,熟练使面向对象思想编程,熟练使用装饰器对可切片逻辑进行抽象,熟悉元类及自省机制,可开发简单框架。（必需）2.熟悉django或flask等web框架,熟练使用restfull风格开发api,熟练使用及开发django中间件（必需）3.能根据产品原型图能给出接口设计，数据库表结构设计及项目排期（必需）4.熟悉MySql,Redis,MongoDB,对数据库优化有一定了解；（必需）5.对信息安全有一定的认识，了解程序代码加密与数据库加密；（必需）6.熟悉html5cssJavaScript，熟悉nodejsnpmwebpackvue全家桶,熟练开发vue-cli前端项目；（加分）7.熟悉selenium自动化测试框架,可编写自动化测试脚本；（加分）8.熟悉linux常用命令及服务配置,熟悉nginx反向代理,负载均衡；了解docker，制作镜像及部署服务；（加分）职能类别：软件工程师关键字：数据库安全微信分享"
Python开发工程师,中国科学院自动化研究所,北京,0.8-1.5万/月,1、参与完成易用、高分享性的Web/App产品；2、负责或参与服务器端web服务的开发；应聘要求：1.具有扎实的Python基础，熟悉常用的类库；2.熟悉mysql数据结构设计，熟悉MySQL优化；3.熟悉Python多进程协程开发，至少熟悉django、Flask、tornado等一种常见框架；4.熟悉或了解服务器管理（如CentOS/Debian/Ubuntu）、服务器缓存技术（如Redis/Memcache）；5.能与团队其他人进行高效、友好沟通、工作积极性、主动性、责任心强；6.计算机或相关专业统招本科及以上学历，1年以上工作经验；7.有机器人web管理相关开发经验者优先；职能类别：Web前端开发软件工程师微信分享
少儿编程讲师（python/c++）,达内时代科技集团有限公司,北京-海淀区,1-1.5万/月,【岗位职责】：1、教授少儿编程课程；2、积极与学生和家长沟通交流，完成课程目标；3、参与教学日常管理工作以及教研活动。【任职要求】：1、理工科、师范类相关专业，本科以上学历；2、熟悉Python、Java、c++之一；3、善于沟通表达，逻辑清晰，能与孩子及家长交流互动；4、有机器人比赛经历或学前教育经历者优先考虑；职能类别：讲师/助教关键字：pythonwebc++java微信分享
资深Python研发工程师,端云信息技术（上海）有限公司,北京-海淀区,1.5-2.5万/月,1、负责项目的系统架构设计、提供解决方案2、开发和维护统一的软件开发架构和规范，发现和解决存在的技术问题3、从事核心架构部分代码的编写，为初级开发人员提供技术指导及帮助4、作为python研发组长带头进行相关研发工作，要求编码能力强，能带人岗位要求：1、有较强的软件开发能力，5年以上实际项目经验，云计算研发类工作2年以上，或从事Openstack研发1年以上（如果python开发能力也非常不错，可以没有云计算相关经验）2、精通LINUX，熟悉内核机制，深入理解LINUX操作系统、网络和存储3、对云计算(IaaS、PaaS、SaaS)及DevOps有一定的了解和见解，熟悉市场上主流云服务的一种4、对虚拟化技术有深入理解与实践，熟悉KVM/XEN/DOCKER等虚拟化技术5、熟悉Openstack架构设计及格组件原理，精通NOVA.neutron.Heat等组件和内部工作原理，具有核心模块的二次开发经验者优先6、有较强编程能力，精通C/C++、java、go或python，熟悉Pythonweb常用框架中的一种，如Django、Flask、Tornado等者优先 7、对于底层使用的系统工具和组件，深入了解其工作原理，常见问题，部署及问题调式8、极强的学习能力和动力，对未知技术和领域能快速掌握并实践。沟通能力，自学能力强，有强烈的求知欲，有独立解决分析、解决问题的能力，良好的团队合作意识职能类别：高级软件工程师关键字：云计算PythonOpenstackLinux微信分享
Python工程师,中包物联网科技（北京）有限公司,北京,7-12万/年,岗位职责：1、设计和建立物联网云平台和数据设施；2、优化大数据处理算法及数据库性能，实现大数据的数据挖掘及AI算法；3、搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题；4、同业务分析师和算法工程师协作，完成产品化落地；5、参与软件工程文档、产品文档编写，满足质量要求；6、做好模块集成、单元测试、模块测试及确认工作；7、解决工程项目中遇到的问题，进行系统功能优化，安全等保证系统安全、稳定和快速运行；任职要求：1、全日制相关专业本科及以上学历，2年及以上相关工作经验；2、掌握常见的Python框架，熟悉Flask、Numpy、Pandas3、精通MySQL，熟悉关系型数据库，懂数据库配置、查询优化者优先；4、熟练掌握Pycharm、SVN等常见工具；4、熟悉Socket编程、HTTP、TCP协议等，有网络开发经验；5、熟悉大数据量、高并发、高性能系统优化者优先；6、熟悉XML、JSON、protobuf等数据封装方式7、熟悉Linux常用命令，能独立完成Linux环境的搭建及应用的部署，熟悉Web容器性能调优，根据日志跟踪并定位问题。8、能承受一定的工作压力，有责任心和上进心，能通过持续学习和完善自身，自信、有担当、执行力强、乐于分享;9、有物联网、车联网、云计算项目开发经验者优先；职能类别：数据库工程师/管理员软件工程师关键字：Python框架熟悉Flask精通MySQLSocket编程、HTTPXML微信分享
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,职责：开发微服务平台系统。要求：1.正规大学本科以上学历。2.3年及以上Python开发经验，精通Python开发。3.精通Django框架，有实际应用项目经验。4.熟悉HTML5，Javascript，Json，熟悉Mysql数据库，熟练使用SQL。5.有websocketserver开发经验者优先。6.有Redis开发、部署经验者优先。7.了解HTTP协议，微服务，以及RestfulAPI。8.熟悉云服务平台（google，ali），了解服务器的部署和监控，了解负载平衡。9.了解敏捷开发，熟悉软件设计模式。职能类别：互联网软件开发工程师高级软件工程师关键字：PythonDjangoHTML5JavascriptJsonMysqlSQLHTTPRestfulAPI微信分享
python开发工程师(J11765),作业帮教育科技（北京）有限公司,北京-海淀区,2-4万/月,"工作职责:-负责班主任业务的数据平台和数据产品研发。-开发并实现优秀的数据流、数据架构、数据工具/产品，提供高可用的数据服务，发挥数据价值。-持续优化系统性能，攻克技术难题任职资格:-计算机或相关专业本科及以上学历，2年以上大数据开发经验,扎实的数据结构和算法功底。-编码能力强，熟练掌握数据结构和算法；-熟悉linux平台，熟悉至少一种脚本语言（Shell/Python/Scala）-熟悉大规模数据处理、分布式计算等相关技术，如Hadoop、Hive、Spark、MapReduce等，有较丰富的实践经验-思路清晰，具有良好的自学能力、良好的团队合作和沟通协作能力；职能类别：数据库工程师/管理员微信分享"
Python教学研发经理,北京八维研修学院,北京-海淀区,2-2.5万/月,任职要求：1，具有3年以上python相关开发经验，熟悉设计模式；2， 数据结构和算法基础扎实，熟悉C++ 等编程语言；3，深入了解Http协议 和 web登录认证机制，熟悉web前端，可读懂js代码；4，熟悉MySql、Oracle、Redis、MongoDB等数据库的开发与应用；熟悉Linux常用命令； 5，熟悉搜索引擎原理，了解大数据相关技术，有爬虫或大型分布式系统相关工作经验；6，掌握网页抓取原理及技术，了解基于Session的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；7，了解多线程、多进程、网络通信编程相关知识，有过海量数据爬取经验、清洗项目经验；岗位职责：1、研究行业技术，为教学提供技术支持。2、做项目案例。3、研发相关配套的技术教学资料。4、做教学标准化相关工作。职能类别：互联网软件开发工程师关键字：python微信分享
11215N-Python开发工程师,平安科技（深圳）有限公司,北京-朝阳区,30-40万/年,"1、负责云数据库用户相关平台设计和开发工作；2、研发基础服务组件，解决实际需求，减少重复开发；3、对现有的平台进行整合升级，进行二次开发工作；任职资格：1、熟练使用Python语言，有实际PythonWeb项目经验，有数据库运维平台项目经验者优先；2、熟练掌握至少一门Pythonweb开发框架（Django、Flask、Tornado等）；3、熟悉自动化配置管理工具如saltstack、Ansible；4、熟悉MySQL/PostgreSQL/Redis/MongoDB；5、熟悉Linix/Unix操作系统，熟练shell编程；6、熟悉JavaScript,jQuery,HTML,CSS等前端技术，有react、vue开发经验者优先；7、具备较强的学习能力和责任心，良好的沟通能力、文档编写能力，有github开源项目者优先。8、喜欢钻研开源技术及自动化技术，具有较强的分析、解决应用问题的能力；职能类别：高级软件工程师微信分享"
高德-Python后端开发专家,阿里巴巴集团,北京,[],1.负责汽车事业部研发工具及业务信息管理平台建设，提升业务自动化、信息化程度，助力各业务团队降本提效；2.面向车厂客户的在线服务端应用项目交付及维护，保障服务性能和高可靠性；3.?根据业务规划及团队目标，规划及实施后端技术架构的优化及改进，提升软件复用性、扩展性、维护性，实现高效高质量开发；1.全日制统招本科及以上学历，2.5年以上Web后端开发经验，编程基本功扎实，精通Python及主流开发框架。熟练掌握常用数据结构和算法，MySQL数据库及主流NoSQL数据库。熟悉异步框架、集群与负载均衡、消息中间件、容灾备份等技术；3.具有研发效能工具或企业应用系统（如ERP/CRM/BPMS）的架构与开发经验；4.具备优秀的需求理解及业务抽象能力，可以将复杂业务需求进行合理地领域划分，并正确建立软件模型；5.有较好的沟通交流及跨团队协作能力，善于主动思考和行动，承压能力强；加分项：1.掌握其他后端开发技术栈（Java/Go?/NodeJS/PHP等），或具备前端开发经验??;2.熟悉云平台，熟悉K8S/docker等云原生组件；3.具备一定的团队管理经验；职能类别：互联网软件开发工程师微信分享
Senior Retail System Engineer(Python),绫致时装（天津）有限公司,北京-朝阳区,1.5-2万/月,工作职责：基于用户需求负责应用程序框架设计和开发、维护及系统运维制定并推进团队的编码规范，编写高质量、结构清晰、易读、易维护的代码协助UAT验收负责应用系统的高可用性能力要求：目标驱动和自我驱动精通Python，5年以上专职开发经验，熟悉基于Python代码的性能分析和优化有基于关系型数据库开发大型应用的经验；有基于PostgreSQL开发经验者优先具备优秀的编程习惯，具备较强的研发与设计能力较好的逻辑思维能力和沟通能力，热爱技术，能独立解决问题思路清晰，具备良好的沟通、理解和学习能力能承受工作压力职能类别：系统工程师微信分享
python爬虫工程师,北京泛博瑞咨询有限公司,北京-朝阳区,0.6-1万/月,1.负责多平台信息爬取和页面内容的提取分析;2.负责爬虫系统的架构设计和研发，独立进行抓取和清洗工作;3.负责大规模数据爬虫的性能优化工作;4.负责HTTP、AJAX等各类网络请求分析，探索和研究高效的数据抓取解决方案5.不断完善和重构现有爬虫系统，通过对抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台。6.有较强的技术分析调查能力，本科及以上学历，软件开发、计算机等相关专业7.精通以python3.熟悉SQLServer数据库开发，有较好的数据库编程能力。8.负责自动生成程序编写工具优化、改善现有流程，减少人工操作部分，提高工作效率。9.必须有项目制作经验，需要带展示报告成果。10.具备良好的沟通和执行力，学习能力强、有良好的团队协作精神。11.具备足够的责任心和质量意识，能积极对新技术、难点技术进行学习和研究。12.如有AI技术解决实际业务问题方面的经验，优先录取职能类别：互联网软件开发工程师微信分享
Python高级开发工程师,中软国际科技服务有限公司,北京-西城区,1-1.5万/月,1、熟练使用Python语言，了解python主流模块2、熟悉深度学习方法原理，熟练掌握至少一种深度学习框架，如Caffe、TensorFlow、Keras、PyTorch等。3、拥有一年以上深度学习实际项目经验，对环境搭建、网络结构设计、训练、大规模数据处理有丰富的实践经验。4、对视频格式，视频传输有一定了解者优先 5、有网页前端编程经验者优先职能类别：软件工程师关键字：视频传输微信分享
资深Python工程师,北京红铅笔广告有限公司,北京,1.8-3.6万/月,1、负责人工智能产品相关的基础架构设计和研发工作;2、负责根据产品和项目计划按时完成功能模块的架构设计、编码、测试的全流程工作;3、负责提供高并发的数据请求分析的处理能力；4、负责持续优化系统架构，提高系统的容灾容错能力，保证系统的可运维、高可用性、高可靠性。任职要求:1、计算机相关专业，大学本科及以上学历，两年以上开发经验，熟悉后端开发相关技术；2、具备全面的软件知识结构，基础扎实，精通常用数据结构与算法，算法设计与实现功底扎实，有较强的架构设计和逻辑思维能力；3、熟练使用Python语言，熟悉使用常用模块，完成过基于Python的大型项目；4、熟悉Tornado、Django或Flask三种框架之一；5、熟悉主流数据库和缓存系统，如MySQL、Redis、MongoDB等；6、熟悉Nginx部署，有独立部署经验；7、熟悉Linux基本操作，了解Shell脚本，有Linux下的多线程编程和性能调优经验，熟悉后端同步互斥的控制；8、具备良好的沟通能力和团队协作能力，工作态度严谨。加分项:1、熟悉机器学习、大数据技术者优先；2、对人工智能行业兴趣浓厚者优先。职能类别：高级软件工程师微信分享
Python高级开发工程师,成都堆氧文化传播有限公司,北京,3.5-6.5万/月,"1、精通python,熟练掌握Django,Tornado，Sqlalchemy，Celery等主流Python框架或NodeJS相关框架；熟练掌握MySQL数据库，具备MySQL索引优化、查询优化的能力；2、学历要求：须统招本科以上学历，985,211优先考虑；职能类别：高级软件工程师自然语言处理（NLP）关键字：pythonSQL微信分享"
python开发工程师,北京捷通华声科技股份有限公司,北京,1.5-2.5万/月,职位描述：1.负责Python相关软件、后台服务程序及接口开发2.建立和完善开发文档；3.协助对所开发的功能进行测试，协助产品部署。任职资格：1.毕业于211或985院校、统招本科及以上学历，或有海外留学经历；2.3年以上Python开发经验，熟练掌握Python的使用；3.具有实际项目开发经验，承担过核心开发任务；4.了解并掌握Django、web.py、Tornado中至少一种Web开发框架；5.熟悉Mysql、Mongodb数据库，了解redis，熟悉linux平台开发。6.具有规范的编程习惯与文档编写能力，积极配合公司各项规范化建设工作；7.具备较好的学习能力、问题分析能力，可以独立调试解决问题；8.良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的开发经验。9.同时具有java开发，hadoop，hbase经验者优先。职能类别：高级软件工程师微信分享
Python开发工程师,深圳市东方华信科技有限公司,北京-朝阳区,1-1.5万/月,1．计算机及相关专业全日制本科或以上学历，3年或以上工作经验，熟悉JAVA开发；2．熟悉应用软件设计方法和模式；3．熟悉Oracle/DB2/Sybase等大型数据库开发（至少一项）；4．熟练使用软件开发过程中的常用工具，如ECLIPSE/MYECLIPSE、SVN等；5．善于学习和思考，具有良好的沟通能力、良好的团队合作精神，工作严谨细致，有责任心；6．具有信息安全项目、银行业应用软件开发经验者优先。职能类别：系统分析员系统架构设计师关键字：系统分析设计项目经理SOA安全python微信分享
Python开发工程师 - 变现业务,字节跳动,北京,2.5-4万/月,职位描述:1、负责今日头条商业变现产品后台服务的设计、开发、优化等研发工作，保证产品的质量和开发进度；2、负责客户增长相关技术的设计与实现；3、研究新兴技术，对产品进行持续优化。职位要求:1、本科及以上学历，计算机相关专业，基础知识扎实；2、聪明，学习能力强，有独立解决问题的能力；3、熟悉面向对象编程，掌握java/c++/python/php中的至少一门语言；4、良好的编程习惯，追求极致的代码品质，熟悉常用设计模式和一般项目的开发流程；5、开朗上进，积极沟通，善于团队协作。职能类别：互联网软件开发工程师微信分享
Python开发工程师,北京中软融通科技有限公司,北京,0.7-2万/月,岗位职责：1.搭建系统开发环境，完成系统框架和核心代码的开发，负责解决开发过程中的技术问题2.负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作3.研究并跟踪IT前沿技术任职要求：1.大学本科或以上学历，计算机或相关专业毕业，2年以上开发经验2.熟悉Linux操作系统3.熟悉HTTP、TCP/IP等协议4.熟悉常用数据结构及算法5.精通Python，掌握爬虫技术，熟悉pyspider框架等；熟悉Django、tornado框架6.熟悉MySql数据库和Redis、MongoDB等NoSQL技术7.有移动互联网、微信公众号、小程序开发经验者优先8.需具备独立设计数据库并且独立开发内部系统的能力9.具有良好的编程思想、沟通、团队合作精神、优秀的分析问题和解决问题的能力，能够独立承受工作压力职能类别：高级软件工程师软件工程师微信分享
Python(RPA)实施开发工程师（软件）,上海艺赛旗软件股份有限公司,北京,0.8-1.2万/月,职位信息1.负责机器人流程自动化RPA产品的Python脚本开发工作；2.负责机器人流程自动化RPA产品的流程实施及配置工作；3.负责支持现场配置实施人员完成流程的设计及配置；4.完成上级领导交给的其他工作任务岗位任职资格：1.熟练掌握Python语言2.一年以上开发经验，具有设计，性能优化经验，良好的编码规范3.能够适应短期出差的工作安排。职能类别：技术支持/维护经理技术支持/维护工程师关键字：Python软件技术支持开发微信分享
高级Linux工程师（c/c++ 、php、python）,北京安德信业信息咨询有限责任公司,北京,30-55万/年,职责描述：1.负责后台系统的设计与实现，包括：推荐、消息、存储等；2.保证后台系统7*24运营和高效应急反馈；3.配合产品和市场部门，做好产品的运营支持。任职要求：1.熟悉linuxc/c++、php、python的一种或多种；2.熟悉网络编程，深入理解HTTP、TCP/IP等网络协议；3.深入理解数据库或NOSQL系统，有实际数据库调优或NOSQL使用经验；4.有良好的数据结构和算法基础。加分：1.工作5年依然热爱编码；2.熟悉mongo、redis、Nginx等开源项目；3.有过存储或IM系统经验；4.喜欢控制，有代码洁癖；5.有过搜索系统经验。职能类别：高级软件工程师系统工程师微信分享
Python/PHP开发工程师,北京华脉世纪石油科技有限公司,北京,0.8-1万/月,"岗位职责：1、根据需求完成软件模块的详细设计；2、完成相关开发文档；3、网站设计、开发、升级、维护；4、设计文档编写；5、信息安全管理；任职资格：1、重点大学、计算机相关专业、本科及以上学历，英语四级及以上水平； 2、能够熟练进行Python/PHP开发；3、熟悉数据库开发；4、工作态度认真、主动，做事踏实、细心，性格沉稳，为人诚恳；5、具备一定的沟通能力，思路及表达清晰；具备独立工作能力。职能类别：互联网软件开发工程师网页设计/制作/美工关键字：Python,php微信分享"
